video_id,title,video_url,channel_id,channel_title,brand_name,industries,sponsored_type,channel_type,views,likes,comments,cpv,channel_cost,publishDate,duration_seconds,countries,video_description,topic,content_format,content_keywords,format_code,subscribers,channel_total_views,channel_categories,channel_avg_views,engagement_rate,featured_products,featured_product_ids,product_ppl
bi6YBR6M9mQ,"ootd vlog🎀지금 입기 딱 좋은 것들 모음집(🇫🇷파리오페라 발레공연,판교현대백화점 쇼핑,피부관리,아비브)",https://www.youtube.com/watch?v=bi6YBR6M9mQ,UCyTOyXG9CB4tMe6FIVlfsUg,"제이블릿 Jblit",아비브,"뷰티 & 메이크업",1,NULL,467,20,6,3340.47,1560000,2024-07-27,891,KR,"#여름일상 #여름데일리룩 #여름코디

*contact
businessEmail: yeonjae012@waffent.com
instagram: https://instagram.com/cyj_0120?utm_me...

여러분 안녕하세요~
오늘은 정말 오랜만에 브이로그 영상을 준비해 왔는데요!
가끔 브이로그 영상도 이렇게 들고 오겠습니다ㅎㅎ
이번 영상도 시청해주셔서 감사해요?

아비브 
어성초 스팟 패드 카밍 터치 80매 기획 (+10매 추가 증정)
Heartleaf spot pad Calming touch 
https://bit.ly/3VASkpY
#올리브영패드추천

(단순선물*표시)
Day-1
(니트)
https://s.zigzag.kr/MtOGApwYLN
(스커트)
https://s.zigzag.kr/tbhOS7tbLX
(가방)
-디젤

Day-2

(아우터)*
http://www.cheznousaparis.com/1655853...
(바지)*
http://www.cheznousaparis.com/1655853...
(모자)*
http://www.cheznousaparis.com/50/?idx...
(가방)
-이미스

Day-3

(뷔스티에)
https://m.wconcept.co.kr/Product/3059...
(바지)
http://ciderhere.com/v27ui0
(가방)*
http://rockcake.co.kr/54/?idx=2315

이 영상은 아비브의 유료광고를 포함하며 스튜디오 쉘위를 통해 제공받았습니다",NULL,NULL,NULL,0,15700,7672598,22,13633,0.93,NULL,NULL,NULL
lUmWDy1Pnsw,"트러블과의 전쟁...찐으로 효과본 여름철 스킨케어 루틴 & 꿀템 추천!",https://www.youtube.com/watch?v=lUmWDy1Pnsw,UC5S0vR0m-dYLCViZkNxDl0w,미돔희,아비브,"뷰티 & 메이크업",1,NULL,9729,0,6,190.41,1852500,2024-07-27,714,KR,"안녕하세요 오늘은 제가 찐으로 효과본 여름철 스킨케어 영상입니다! 많은 시행착오와 길고 긴 연구 끝에 정착한 제품들이니… 믿고 봐주세요.
이번 영상은 아비브 선생님들이 지원을 해주셨는데요, 광고를 떠나서… 영상 속 등장하는 패드&세럼 사용하면서부터 정말로 피부 맑아졌다는 피드백을 주변으로부터 많이 들었거든요..! 잡티 흔적과 색소침착에 실제로 효과를 많이 본 제품이라 저와 같은 고민이 있으시다면 사용 고려해보셔요! 
프로모션 관련 내용은 하단에 적어두겠습니다 !
그럼 오늘도 시청해주셔서 감사드려요! 

—

*해당 영상은 ‘아비브’의 부분 유료 광고를 포함하고 있습니다.

—
✷ 언급된 제품들✷

SRB 
- 쌀뜨물 미강 효소 세안제

라로슈포제 
- 에빠끌라 퓨리파잉 포밍 젤+M

라곰 
- 마이크로 폼 클렌저

브링그린 
- 알로에 99% 수딩젤

아비브 
- 글루타치온좀 잡티 패드 비타 터치 

아비브 
- 글루타치온좀 잡티 세럼 비타 드롭

톡스앤필 
- 히알루론 부스팅 앰플

토리든 
- 다이브인 저분자 히알루론산 세럼

라로슈포제
- 에빠끌라 듀오 +M 에센스

라메르 
- 컨센트레이트

라네즈
- 워터뱅크 젤 크림

——

?올리브영에서 단 5일만(2024/07/25~07/29) 추가 할인!?
1. 아비브 글루타치온좀 잡티 패드(+10매 증정) 최종 33% 할인 (24,000 ? 16,800 ? 15,960)
https://bit.ly/4cKMGIX

2. 아비브 글루타치온좀 잡티 세럼(+패드 10매) 최종 33% 할인 (32,000 ? 22,400 ? 21,280)
https://bit.ly/4bTXi78","뷰티 & 메이크업",튜토리얼,"스킨케어, 여름철, 효과, 제품 추천, 잡티, 색소침착, 피부, 광고, 아비브, 세럼",0,22400,3570942,NULL,27787,0.64,NULL,NULL,NULL
AjixmivPaiQ,"💙 여름철 뜨지 않는 지속력 메이크업 추천템 💙",https://www.youtube.com/watch?v=AjixmivPaiQ,UCXebg9gEZqyW3SYpJEY8XaA,"하지나 HAJINA","브이티코스메틱, 아비브, 샹테카이","뷰티 & 메이크업",1,NULL,2385,89,6,163.522,390000,2024-07-26,1264,KR,"* 본 콘텐츠는 VT COSMETIC, ABIB, 샹테카이, THE SAEM의 유료광고를 포함하고 있으며 스튜디오 쉘위를 통해 제공 받았습니다.

안녕하세요 지나입니당 :)
오늘 영상은 마스크팩, 토너 패드, 베이스 크림, 쿠션 추천템 영상이에요!

원래 이번 영상은 목요일 오후 22:00시에 업로드돼야 했었는데
영상 싱크가 계속 안 맞는 문제로 재업로드 하게 됐습니다..^^
미리 영상 봐주신 분들은 죄송해요..ㅠㅠ

그럼 오늘 영상도 재밌게 봐주세요!! ?","뷰티 & 메이크업","리뷰 & 언박싱","여름철, 지속력 메이크업, 추천템, 마스크팩, 토너 패드, 베이스 크림, 쿠션",0,20500,1321034,NULL,21615,0.25,NULL,NULL,NULL
VbVLq3LP9Jk,"여름엔 이게 짱이야❕써보면 후회 안 할 여름 스킨케어템 (face&body) [클렌징 오일, 쿨링진정 토너패드, 갓성비 드라이샴푸, 신박한 핸드크림, 순한 각질케어템..]",https://www.youtube.com/watch?v=VbVLq3LP9Jk,UCXIgzamP2KPYLpPbU4MRlWg,"SEOZZLING 서즐링",아비브,"뷰티 & 메이크업",1,NULL,894,0,10,436.242,390000,2024-07-26,1006,KR,"#여름스킨케어 #스킨케어 #여름대비 #뷰티템


'아이브의 유료광고를 포함하고 있으며 스튜디오 쉘위를 통해 제공 받았습니다.'
이외의 모든 제품은 전부 내돈내산 입니당!?


✨ 아비브 / Abib
어성초 스팟 패드 카밍 터치 80매 기획 (+10매 추가 증정)
Heartleaf spot pad Calming touch 
https://bit.ly/3VASkpY
#올리브영패드추천 #아비브 #올리브영추천템

글루타치온좀 잡티 패드 비타 터치 60매 기획 (+10매 추가 증정)
Abib Glutathiosome dark spot pad vita touch
정가 24,000원 (올리브영에서 7월 한 달 간, 30% 할인 (24,000원 → 16,800원))
https://bit.ly/4eqH340","뷰티 & 메이크업","리뷰 & 언박싱","여름스킨케어, 스킨케어, 뷰티템, 클렌징 오일, 쿨링진정 토너패드, 드라이샴푸, 핸드크림, 각질케어",0,2000,683472,NULL,8360,0.7,NULL,NULL,NULL
voH1DNsqpMI,"[Vlog💕]어쩌다 수영대회 나간 브이로그😂 | 힌자백, 헤어제품 추천, 김용용씨 근황, 마켓컬리 쇼핑목록, etc.",https://www.youtube.com/watch?v=voH1DNsqpMI,UCwoQs6BVPzGrnwKbagIbR2A,"매일사는여자 _가비 Everyday _Gabby","아비브, 샹테카이","뷰티 & 메이크업",1,NULL,3232,80,27,754.177,2437500,2024-07-26,1155,KR,"안녕하세요 여러분^^
매일사는여자 가비입니다!

요즘 날씨 무엇...??? 저는 뭐 이것저것 사부작거리는 요즘이에요!! ㅎㅎ
브이로그 찍을때만 해도 엄청 한가했던 것 같은데
최근엔 공연준비로 정신없이 보내고 있답니당~~

‘아비브, 샹테카이의 부분 유료광고를 포함하고 있습니다.’

오늘 영상에서는요,
- 수영가방 추천, 힌자백 언박싱
- 15살 고양이 김용용씨 근황
- 동생이랑 찜질방
- 나우앤댄 헤어제품 추천!!(에센스, 트리트먼트)
- 집 치우기
- 수영대회 준비
- 마켓컬리 쇼핑목록
- 남편이랑 주말 데이트
- 아비브, 샹테카이 PPL?? 
등의 내용이 포함되어 있습니당~~

#쇼핑브이로그 #갓생브이로그 #일상브이로그



-------------------------------------------------------------------------------------
?제품정보?
아비브 어성초 스팟 패드 카밍 터치 80매 기획 (+10매 추가 증정)
https://bit.ly/3VASkpY
#올리브영패드추천 #아비브 #올리브영추천템

샹테카이 저스트 스킨
https://www.lotteon.com/p/product/LE1...
#톤업베이스추천 #올인원 틴티드 모이스처라이저 #메이크업베이스추천

** 궁금한점, 하고싶은 말, 수다수다 전부~~~ 댓글로 남겨주시면!
정성껏 답글 남겨드리겠습니다!
함께 수다 떨어요^ㅡ^

e-mail: buyer.gabby@gmail.com
instagram: _everyday_gabby","일상 & 라이프스타일",브이로그,"수영대회, 브이로그, 헤어제품 추천, 마켓컬리 쇼핑목록, 힌자백, 김용용씨 근황, 쇼핑브이로그, 갓생브이로그, 일상브이로그",0,31400,14309185,22,20372,1,NULL,NULL,NULL
A4vbEgO59kc,"빨갛게 탄 피부 케어하는 꿀템✨내 피부만 벗겨지지 않은 비결..🤭",https://www.youtube.com/watch?v=A4vbEgO59kc,UCJf3WuvqdLOriZ1kA5UcHBg,"아쭈 AJJU",아비브,"뷰티 & 메이크업",1,NULL,898,3,0,2062.92,1852500,2024-07-25,672,KR,"안녕하세요 여러분, 아쭈입니다!

최근에 해외여행 갔다가 강렬한 햇빛에 잔뜩 타서 와버린... 저..?

그런데 신기하게 탄 부분 하나도 벗겨지지 않고,
저 원래 거의 탈피 수준으로 벗겨지는 편인데 

이번에는 한국 와서 원래 피부로 돌아오는 데 진짜 일주일도 안 걸렸어요
자외선 케어랑 수분 보습관리만 제대로 해줬는데, 정말 대박이죠..?

요즘같은 휴가철 여러분께 도움이 되는 추천템들
가득가득 가져왔으니 도움되시길 바래요?♥️


?제품정보

부쉬맨 워터프루프 프로 선크림
파이코어 디퍼런씨 선 프로텍터
엠퀴리 코어 선스틱

- 아비브 7월 한달 동안 올리브영 단독 할인

아비브 수분초 히알루론 크림 하이드레이팅 팟
1+1 기획 - 30% 할인 (35,000 ➡️ 24,500)
https://bit.ly/4cKNXjm

아비브 수분초 히알루론 패드 하이드레이팅 터치
+10매 추가 증정 - 30% 할인 (24,000 ➡️ 16,800)
https://bit.ly/3zJshp7

#아비브 #여름스킨케어 #올영추천템 #수분패드 #수딩크림

셀퓨전씨 포스트 알파 퍼스트 쿨링 마스크
셀퓨전씨 포스트 알파 시카 쿨링 마스크
라운드랩 소나무 진정 시카 마스크
헤이네이처 어성초 톤업 마스크
아비브 껌딱지 시트 마스크 어성초 스티커
유리숲 크리스탈 모델링팩 (1회분)

이즈앤트리 머그워트 카밍 파우더 워시
키스미 아이 스피디 제로 립앤아이 리무버 패드

아베다 인바티 울트라 어드밴스드 라이트 샴푸
미쟝센 살롱10 프로페셔널 시카 프로틴 트리트먼트
닥터방기원 노워시 미라클 헤어밤
나우앤댄 에센셜 헤어 오일


?BGM : Chiro - Today's diary
IG : gracemj._.k",NULL,NULL,NULL,0,19000,7705513,22,14027,2.54,NULL,NULL,NULL
ave9oT102PU,"cc) 요가원이 문을 닫는다는 소식을 들었다. 나의 선택은? 운동도 피부도 못 잃어!😗 운동 후 초간단 15분 홈케어 북촌요가원 한여름의 빈야사AD 후기",https://www.youtube.com/watch?v=ave9oT102PU,UCC9KpAbmFoHSTsT49yczlZA,뚜림컴트루,아비브,"뷰티 & 메이크업",1,NULL,7800,139,68,116.667,910000,2024-07-25,1530,KR,"✔️ 이 영상은 아비브의 유료광고를 포함하고 있습니다
️단순 제품 제공으로 노출의 의무가 없는 상품이 포함되어 있습니다.

#아비브 #열감진정패드 #진정마스크팩
＊올리브영에서 7월 한 달 간 할인
＊올리브데이(2024/07/25~07/29) 추가 할인!
 1. 어성초 스팟 패드 카밍 터치 +10매 증정기획 
 어성초 패드+10매 30% + 추가 5%(24,000 ➢ 16,800 ➢ 15,960) 최종 33% OFF
https://bit.ly/3LyqpCf
 2. 껌딱지 시트 마스크 어성초 스티커 5+1 기획 
50% + 추가 5%  (20,000 ➢ 10,000 ➢ 9,500) 최종 52% OFF
https://bit.ly/3Y8wbSH

✔️안녕하세요 여러분 !
다들 더운 여름 잘 보내고 계신가요 ~? 제가 피부 홈케어를 많이 하는 편은 아닌데, 요즘 같이 너무 날이 더워지면 얼굴에 열감이 올라오는걸 많이 느끼는 편이에요. 
이럴 때 종종 초간단 홈케어를 진행하는데 이번 영상에는 간단한 홈케어와 주말 일상을 담아 보았습니다 
저처럼 관리에 게으르신 분들이 참고하실 수 있는 초초간단...☆

개인적으로 지난주에 마음이 많이 아픈 일이 생겨서 사실 저는 지금 에너지 레벨이 많이 다운되어있는 상태에요 ? 회복이 언젠가는 되겠지 싶은데도 마음이 시간이 좀 필요한가봐요.
근래에 그 무엇도 하고 싶지 않다는 마음을 느낀적이 거의 없었는데 요가도 편집도 일도 다 의미를 찾기가 힘들다고 느낄 정도로 마음을 다시 세우기가 쉽지 않아요 ! 
이렇게 솔직하게 표현할 수 있음에 감사함을 느끼고 오늘은 이만 줄이겠습니다 화이팅

✔️Contact
Instagram : @water_the_forest   / water_the_forest  
e-mail : ch005008@naver.com

✔️Contents
'00:00 인트로'
'00:14 1일차 - 골프연습, 홈케어'
'07:59 2일차 - 빈야사AD, 북촌데이트' 

?Music provided by 브금대통령
이 영상은 뮤팟에서 제공한 음원 소스를 사용했습니다.
Love Is Falling- Download: mewc.at/songs/14937

이 영상의 저작권은 뚜림컴트루에게 있으며 다운로드 및 2차 촬영을 금합니다.
 Copyright ⓒ by 뚜림컴트루 All right reserved.","피트니스 & 다이어트",브이로그,"요가, 홈케어, 피부 관리, 빈야사, 일상, 운동, 여름, 에너지 회복, 아비브, 제품 리뷰",0,7260,788820,NULL,5392,1.31,NULL,NULL,NULL
OLhPF4FJtO0,"아갈쓰 털면서 같이 화장하자(요)..🤍 GRWMㅣ모쏠인데.. 연애 어떻게 해요?ㅣ친구로 지내는 짝남(?)ㅣ4년만난 남친의 바람ㅣ곧30대가 말하는 통금 깨는법..",https://www.youtube.com/watch?v=OLhPF4FJtO0,UCMitS3FFHy83iJ-VLnTmYaA,"디효 dihyo",아비브,"뷰티 & 메이크업",1,NULL,2300,14,0,339.13,780000,2024-07-25,1393,KR,"안녕하세요 열어분. 디효입니다?

오늘은 또 오랜만에 울히 아가들이 좋아하는 언니미 뿜뿜 아갈쓰 터는 영상으로 돌아왔숴요~!
화장법이 옛날과 좀 달라지지 않았나요? (저도 나이를 먹나봅니다.. 막이래ㅋ)

여러 아가들의 고민을 함께 떠든다는게 저에겐 너무너무 재밌는거 같아요!
진짜 만나서 같이 술한잔 하면서 떠드는기분 먼지알쥐~ㅎ


✨올리브영에서 단 5일만 (07/25~07/29) 추가 할인!✨
1. 글루타치온좀 잡티 패드(+10매 증정) 최종 33% 할인 (24,000 ➡️ 16,800 ➡️ 15,960)
﻿https://bit.ly/3zVCIpv
2. 글루타치온좀 잡티 세럼(+패드 10매) 최종 33% 할인 (32,000 ➡️ 22,400 ➡️ 21,280)
﻿https://bit.ly/4bK9dnT


내가 너무너무 효과본 아비브 잡티패드와 잡티세럼 구매링크는 요기 툭 두고갈테니 꿀이벤트 놓치지말라구?

다들 재미나게 봐주셨으면 좋겠구요! 다른편도 기대해주세요오!
구독과 좋아요는 아쥬 큰힘이 된답니당! 이번영상도 재밌게 봐주셨다면 구독과 좋아요 부탁드려요오 (๑ゝω･)ﾉ♡

?????????? : ?.?????

(화질은 고화질로 설정 잊지말긔?)

#아비브 #미백관리 #올리브영추천템 #3일잡티패드 #3일잡티세럼 #올리브영패드추천 #올리브영세럼추천
#잡티세럼 #잡티패드 #기미없애는법",NULL,NULL,NULL,0,7650,852947,NULL,3162,0.52,NULL,NULL,NULL
TsjAgTSGieE,"대형견 데리고 바다에서 수영하기 | TAKING MY DOG TO GO SWIMMING AT THE BEACH 🌊",https://www.youtube.com/watch?v=TsjAgTSGieE,UCTDhR0jgJA2toY18NEEOHEQ,홀로Hollo,아비브,"뷰티 & 메이크업",1,NULL,17000,306,34,1376.47,23400000,2024-07-25,567,KR,"아비브 / Abib
어성초 스팟 패드 카밍 터치 80매 기획 (+10매 추가 증정)
Heartleaf spot pad Calming touch
https://bit.ly/3VASkpY
#올리브영패드추천 #아비브 #올리브영추천템 

instagram: https://www.instagram.com/itsmehollo?...","동물 (펫)",브이로그,"대형견, 바다, 수영, 애완견, 여행",0,374000,118406162,NULL,154961,0.59,NULL,NULL,NULL
twVDF2le1Ag,"아비브 하도 순해서 이걸로 세수하고 싶음#올리브영패드추천 #올리브영토너추천 #여름스킨케어 #아비브어성초",https://www.youtube.com/watch?v=twVDF2le1Ag,UC0-yyrDjTJ1YFzmV12vEp0Q,"시네 si-ne",아비브,"뷰티 & 메이크업",1,NULL,145363,3347,45,74.3755,10811450,2024-07-25,61,KR,NULL,NULL,NULL,NULL,1,504000,357813766,NULL,340328,0.93,NULL,NULL,NULL
_FcOY5TAl98,"V-LOG 영화보고 코인노래방 갔다가 약수 노메 이자카야 먹방🥩",https://www.youtube.com/watch?v=_FcOY5TAl98,UCdsc9zU2no6xxBvCYZLBISg,"오로지,현우 Only Hyunwoo",아비브,"뷰티 & 메이크업",1,NULL,39753,5007,87,256.236,10186150,2024-07-24,378,KR,"?F O L L O W M E ?
❤️ Instagram:   / a.h.nhyunwoo  
❤️ Tiktok:   / a.h.nhyunwoo  
❤️ Contact: studioblossom2023@naver.com

안녕하세요 베리들! 현우입니다

이번 영상에서는 배우 서도우와 함께한 일상브이로그를 담아봤어요
영화도 보고 코인 노래방도 갔다가 노메 이자카야까지 이번 영상도 
재미있게 봐주세요?

00:47 아비브 / 어성초 스팟 패드 카밍 터치

✔️서도우 배우 인스타그램   / marius_sdw  

아비브 / Abib
어성초 스팟 패드 카밍 터치 80매 기획 (+10매 추가 증정)
#올리브영패드추천 #아비브 #올리브영추천템
https://bit.ly/3VASkpY

#배우현우 #오로지현우 #노메야키니쿠","일상 & 라이프스타일",브이로그,"영화, 코인 노래방, 노메 이자카야, 먹방, 일상 브이로그, 배우 서도우, 아비브, 어성초 스팟 패드",0,215000,7375363,26,14199,6.91,NULL,NULL,NULL
-eKR3VGDZ9M,"🩶명품 하울🩶feat.여주 프리미엄 아울렛 l 구찌, 발렌시아가, 로저비비에, 프라다, 미우미우, 보테가베네타, 버버리, 입생로랑 l 명품 쇼핑 브이로그 l 언박싱",https://www.youtube.com/watch?v=-eKR3VGDZ9M,UCEV19DraktObzKj5gx26EQA,"채리어 Chaerrier",아비브,"뷰티 & 메이크업",1,NULL,25555,105,22,83.9366,2145000,2024-07-24,627,KR,"[Contact ]

?E-mail  
chaerrier@gmail.com 

?Instagram
  / chaerrier   

(이 영상은 유료광고를 포함하고 있습니다) 

#명품하울 #명품쇼핑 #쇼핑브이로그

여주 프리미엄 아울렛에 다녀왔습니다 ! 
언박싱 영상 찍어봤는데 재밌게 봐주세요 ~♥️~
 
 
?아비브 / Abib?
어성초 스팟 패드 카밍 터치 80매 기획 (+10매 추가 증정)
Heartleaf spot pad Calming touch
https://bit.ly/3VASkpY
#올리브영패드추천 #아비브 #올리브영추천템",NULL,NULL,NULL,0,96400,2560828,NULL,7643,2.12,NULL,NULL,NULL
InzE-wq43v0,"(vlog) 무기력을 극복하기 위한 노력들 … 그리고 아나운서 합격! 🫢ㅣ카카오페이 마케터 면접, 취준생 브이로그",https://www.youtube.com/watch?v=InzE-wq43v0,UC6GlmZon-HFp5wtylNRq6ig,"채린의 쓰임 sseuim","아비브, 브이티코스메틱, 더샘","뷰티 & 메이크업",1,NULL,11011,0,50,221.37,2437500,2024-07-24,1071,KR,"?드림메이트 모집 중?
https://dreammate2023.imweb.me/shop/?...
✔️활동 비용: 47,000 (참여비 2.3 + 환급 보증금 2.4)
✔️Instagram @dreammate__ ?

??‍♀️ 일상 계정 @adrena_lynn_
? 협업문의 shi01472@naver.com

---------------------------------

1. 아비브 / Abib 
어성초 스팟 패드 카밍 터치 80매 기획 (+10매 추가 증정) 
Heartleaf spot pad Calming touch  
https://bit.ly/3VASkpY  
#올리브영패드추천 #아비브 #올리브영추천템 
 
2. 브이티 코스메틱/ VT COSMETICS 
리들샷 리페어 EGF 랩핑 스팀 마스크팩 22g 
REEDLE SHOT® REPAIR EGF WRAPPING STEAM MASK 
7월 4-5주차부터 전국 다이소 매장에서 순차적으로 만날 수 있습니다! 
#스팀마스크팩 #다이소마스크팩 #다이소화장품 
 
3. 더샘 / THE SAEM 
커버 퍼펙션 컨실러 쿠션 리뉴 기획 세트 
Cover Perfection Concealer Cushion Renew Set  
https://www.oliveyoung.co.kr/store/go...  
#커버퍼펙션컨실러쿠션리뉴 #속광매트쿠션 #올영쿠션

---------------------------------",NULL,NULL,NULL,0,55600,13575431,NULL,31394,0.42,NULL,NULL,NULL
LuGjo2WAyQs,"#광고 지만 3일만에 효과본 미백 꿀템 추천 #잡티세럼 #미백관리 #올리브영추천템",https://www.youtube.com/watch?v=LuGjo2WAyQs,UCYqN8JLOPAp17zOBXHMOWeA,위히,아비브,"뷰티 & 메이크업",1,NULL,2860,64,5,227.273,650000,2024-07-24,30,KR,NULL,NULL,NULL,NULL,1,34000,17544313,NULL,48569,0.38,NULL,NULL,NULL
Rye-8bIbChY,"올리브영 품절대란 난 서진이네2 정유미 마스크팩",https://www.youtube.com/watch?v=Rye-8bIbChY,UCPjAId8E7VEwiWTd7RPbuFw,꿀재미슈,아비브,"뷰티 & 메이크업",1,NULL,11485,334,5,750.797,8622900,2024-07-24,28,KR,"#정유미 #서진이네2 #마스크팩 #품절대란 #올리브영 #JUNGYUMI #MASKPACK #뷰티 #BEAUTY #shorts",NULL,NULL,NULL,1,195000,979079108,NULL,72458,3.64,NULL,NULL,NULL
Zf0ulDtTbrg,"😬+7kg 살찌고 얼굴도 밝아지고 전남친 연락 직장인되고 이래저래 쏼라쏼라 요즘 메이크업🎵⎪리옐YELL",https://www.youtube.com/watch?v=Zf0ulDtTbrg,UC4LXfM1om4LJYngeY7ps1Vw,리옐YELL,아비브,"뷰티 & 메이크업",1,NULL,1654,0,7,943.168,1560000,2024-07-24,1175,KR,"본 영상은 아비브의 부분 유료광고를 포함하고 있습니다.
#직장인메이크업 #아비브 #미백관리 #올리브영추천템 

Instagram & Tiktok @imyeahrim
? yell.beautychannel@gmail.com

──────────────────────
영상 속" 아비브 잡티 패드 & 잡티 세럼" જ⁀➴♡
? 올리브영에서 단 5일만 추가 할인!
(2024/07/25~07/29)
 
∙ 글루타치온좀 잡티 패드(+10매 증정) 최종 33% OFF
24,000 → 16,800 → "최종 15,960원"
 ? https://bit.ly/468Dcoy

∙ 글루타치온좀 잡티 세럼(+패드 10매) 최종 33% OFF
32,000 → 22,400 → "최종 21,280원"
? https://bit.ly/4bNiImf
──────────────────────

#3일잡티패드 #3일잡티세럼 #올리브영패드추천
#올리브영세럼추천 #잡티세럼 #잡티패드 #기미없애는법","뷰티 & 메이크업",튜토리얼,"직장인메이크업, 아비브, 미백관리, 올리브영추천템, 잡티패드, 잡티세럼, 기미없애는법",0,12400,7522647,NULL,6893,0.44,NULL,NULL,NULL
3p8Y51gMxLw,"SNS에서 핫한 러시아 생선 🐟먹어봤습니다 고등어, 청어,  숭어, 백련어 절임 생선 먹방 Russian Raw Fish MUKBANG Русская рыба",https://www.youtube.com/watch?v=3p8Y51gMxLw,UCNM7ypRSu5hUWRrxDUTdomQ,"JULIET ASMR",아비브,"뷰티 & 메이크업",1,NULL,209989,4302,658,48.508,10186150,2024-07-23,1027,KR,"#러시아생선 #먹방 #먹방asmr #asmr #mukbang #julietasmr #줄리엣먹방

브이로그 Vlog 00:08~04:28
생선먹방 Mukbang 04:29~

아비브 유료광고를 포함하고 있으며 스튜디오 쉘위를 통해 제공 받았습니다.

♥자막은 설정에서 선택하실 수 있습니다
♥Please select subtitles in the settings. 
Thanks for watching! Don't forget to : Like and Comments♥

♥아비브 / Abib
어성초 스팟 패드 카밍 터치 80매 기획 (+10매 추가 증정)
Heartleaf spot pad Calming touch 
https://bit.ly/3VASkpY
#올리브영패드추천 #아비브 #올리브영추천템

♥오늘도 제 영상 봐주셔서 너무 감사드리고요 오늘도 맛있는 하루되세요??
좋아요,구독, 댓글 부탁드려요~~

♥Business♥
Instagram 
  / juliet_asmr  
Tiktok
  / julietasmr  
E-mail julietasmr@naver.com",NULL,NULL,NULL,0,298000,132205583,22,36960,0.89,NULL,NULL,NULL
o_bDPiOcPLQ,"당장 결혼할 건 아닌데 드레스가 입고 싶을 때, 어른의 공주놀이👸🏼, 잘 준비😴, 가득가득한 일상 VLOG",https://www.youtube.com/watch?v=o_bDPiOcPLQ,UCnCwejqxDUfefbctqTy9yXw,성아,아비브,"뷰티 & 메이크업",1,NULL,2596,0,28,713.598,1852500,2024-07-23,1365,KR,"?. 이 영상은 아비브의 부분 유료광고를 포함하고 있으며 스튜디오 쉘위를 통해 제공 받았습니다.

#성아 #드레스 #브이로그
00:00 오프닝
00:14 아침을 든든히
03:30 화가의 화원 도착
07:04 첫번째 드레스
10:10 두번째 드레스
12:08 세번째 드레스
13:22 네번째 드레스
14:43 카페 갔다가 밥 먹고 다시 카페
19:36 잘 준비
-

?. 아비브 / Abib
어성초 스팟 패드 카밍 터치 80매 기획 (+10매 추가 증정)
Heartleaf spot pad Calming touch 
https://bit.ly/3VASkpY
#올리브영패드추천 #아비브 #올리브영추천템

-
? 오늘의 일기 :    / @oneul274  

?Video Source Support
Youtube channel "freeticon" :    / freeticon  

? 인스타그램 :   / s2sung_a  
? 비지니스 문의 : sung_a@naver.com

❤️멤버십❤️
보다 찐~~하게 성아를 응원하고 싶다! 하시는 분들께
복숭아단 가입을 권합니다.
   / @s2sunga  

※ 본 영상의 2차 편집, 무단 배포를 금지합니다.
※ 일부 댓글은 통보 없이 삭제 될 수 있습니다.",NULL,NULL,NULL,0,15700,5895003,22,5703,1.26,NULL,NULL,NULL
r5z90nGsfXs,"정유미가 서진이네2에서 사용한 마스크팩은? (올리브영 랭킹 1위)",https://www.youtube.com/watch?v=r5z90nGsfXs,UClpm-YbPhksdAH_bHJRq2yg,도래Dorae,아비브,"뷰티 & 메이크업",1,NULL,8185,50,1,615.614,5038800,2024-07-23,27,KR,NULL,NULL,NULL,NULL,1,82400,403621104,NULL,101199,1.6,NULL,NULL,NULL
IAFAzbQ_PBQ,"⏱️ 5분 안에 보는 7월 쇼핑템 🛒🛍️",https://www.youtube.com/watch?v=IAFAzbQ_PBQ,UCSMXHb6eaO1kuURCBAzRO0g,임쁨임,아비브,"뷰티 & 메이크업",1,NULL,2196,36,10,976.776,2145000,2024-07-22,267,KR,"?아비브의 유료광고를 포함하고 있으며 스튜디오 쉘위를 통해 제공 받았습니다.
?본 채널의 모든 콘텐츠 (초상권, 성명권, 영상 녹화, 영상 일부 캡쳐 등)에 대한 무단 도용과 배포 및 협의되지 않은 상업적 목적의 사용을 금합니다. 

비지니스메일 ? limbbeumlim@gmail.com (광고 및 협찬문의)

[영상 속 제품정보]

* 아비브 / Abib
어성초 스팟 패드 카밍 터치 80매 기획 (+10매 추가 증정)
Heartleaf spot pad Calming touch 
https://bit.ly/3VASkpY
#올리브영패드추천 #아비브 #올리브영추천템

* 씨투써밋 빨랫줄/ 클로스라인 10,000원

* 레고 열쇠고리
핫도그맨 미니피겨 열쇠고리 8,000원
상어 인간 열쇠고리 8,000원
선인장 인간 8,000원

*디자인앤쿠
캡슐형 이유식큐브 미니멀캡슐 3P 세트 / 아이보리, 브라운 12,800원",NULL,NULL,NULL,0,34000,10604648,NULL,10037,0.9,NULL,NULL,NULL
