cluster_id,sub_keyword,id,cluster_id,analysis_date,topic_total_post_count,topic_total_dm_count,cluster_name,topic,cluster_post_share,cluster_dm_share,dm_per_views,dm_per_likes,cluster_post_count,cluster_dm_send_count,cluster_views,cluster_likes,cluster_name_reason,top1_post_id,top2_post_id,top3_post_id,created_at,updated_at
육아/키즈_19,"아기 유산균",1138,육아/키즈_19,2026-05-18,924,229758,영양제,육아/키즈,0.023809523809523808,0.033156625667006154,0.029240057881343245,1.1142313880356882,22,7618,260533,6837,"2026 건기식 시장이 성분 중심에서 개인 상황·목적 중심으로 재편되며 영양제 검색 폭증",DYXBT7kySXO,DYQ_9XDpRBo,DYMp9qzS_Cc,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_19,"장 건강",1138,육아/키즈_19,2026-05-18,924,229758,영양제,육아/키즈,0.023809523809523808,0.033156625667006154,0.029240057881343245,1.1142313880356882,22,7618,260533,6837,"2026 건기식 시장이 성분 중심에서 개인 상황·목적 중심으로 재편되며 영양제 검색 폭증",DYXBT7kySXO,DYQ_9XDpRBo,DYMp9qzS_Cc,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_19,프로바이오틱스,1138,육아/키즈_19,2026-05-18,924,229758,영양제,육아/키즈,0.023809523809523808,0.033156625667006154,0.029240057881343245,1.1142313880356882,22,7618,260533,6837,"2026 건기식 시장이 성분 중심에서 개인 상황·목적 중심으로 재편되며 영양제 검색 폭증",DYXBT7kySXO,DYQ_9XDpRBo,DYMp9qzS_Cc,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_19,마그네슘,1138,육아/키즈_19,2026-05-18,924,229758,영양제,육아/키즈,0.023809523809523808,0.033156625667006154,0.029240057881343245,1.1142313880356882,22,7618,260533,6837,"2026 건기식 시장이 성분 중심에서 개인 상황·목적 중심으로 재편되며 영양제 검색 폭증",DYXBT7kySXO,DYQ_9XDpRBo,DYMp9qzS_Cc,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_19,멀티비타민,1138,육아/키즈_19,2026-05-18,924,229758,영양제,육아/키즈,0.023809523809523808,0.033156625667006154,0.029240057881343245,1.1142313880356882,22,7618,260533,6837,"2026 건기식 시장이 성분 중심에서 개인 상황·목적 중심으로 재편되며 영양제 검색 폭증",DYXBT7kySXO,DYQ_9XDpRBo,DYMp9qzS_Cc,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_19,영양소,1138,육아/키즈_19,2026-05-18,924,229758,영양제,육아/키즈,0.023809523809523808,0.033156625667006154,0.029240057881343245,1.1142313880356882,22,7618,260533,6837,"2026 건기식 시장이 성분 중심에서 개인 상황·목적 중심으로 재편되며 영양제 검색 폭증",DYXBT7kySXO,DYQ_9XDpRBo,DYMp9qzS_Cc,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_20,냉감패드,1139,육아/키즈_20,2026-05-18,924,229758,아기옷,육아/키즈,0.01406926406926407,0.015002742015511973,0.007404241059921296,0.19716295830235087,13,3447,465544,17483,"유아용 섬유제품 KC인증과 연계되어 2026년 아기옷 트렌드가 SNS에서 활발히 공유",DYPDRBUP6pH,DYWQQTIyh8e,DYRrHmJz-e-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_20,"여름 패드",1139,육아/키즈_20,2026-05-18,924,229758,아기옷,육아/키즈,0.01406926406926407,0.015002742015511973,0.007404241059921296,0.19716295830235087,13,3447,465544,17483,"유아용 섬유제품 KC인증과 연계되어 2026년 아기옷 트렌드가 SNS에서 활발히 공유",DYPDRBUP6pH,DYWQQTIyh8e,DYRrHmJz-e-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_20,쿨링패드,1139,육아/키즈_20,2026-05-18,924,229758,아기옷,육아/키즈,0.01406926406926407,0.015002742015511973,0.007404241059921296,0.19716295830235087,13,3447,465544,17483,"유아용 섬유제품 KC인증과 연계되어 2026년 아기옷 트렌드가 SNS에서 활발히 공유",DYPDRBUP6pH,DYWQQTIyh8e,DYRrHmJz-e-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_20,쿨매트,1139,육아/키즈_20,2026-05-18,924,229758,아기옷,육아/키즈,0.01406926406926407,0.015002742015511973,0.007404241059921296,0.19716295830235087,13,3447,465544,17483,"유아용 섬유제품 KC인증과 연계되어 2026년 아기옷 트렌드가 SNS에서 활발히 공유",DYPDRBUP6pH,DYWQQTIyh8e,DYRrHmJz-e-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_20,실내복,1139,육아/키즈_20,2026-05-18,924,229758,아기옷,육아/키즈,0.01406926406926407,0.015002742015511973,0.007404241059921296,0.19716295830235087,13,3447,465544,17483,"유아용 섬유제품 KC인증과 연계되어 2026년 아기옷 트렌드가 SNS에서 활발히 공유",DYPDRBUP6pH,DYWQQTIyh8e,DYRrHmJz-e-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_20,"아기 실내복",1139,육아/키즈_20,2026-05-18,924,229758,아기옷,육아/키즈,0.01406926406926407,0.015002742015511973,0.007404241059921296,0.19716295830235087,13,3447,465544,17483,"유아용 섬유제품 KC인증과 연계되어 2026년 아기옷 트렌드가 SNS에서 활발히 공유",DYPDRBUP6pH,DYWQQTIyh8e,DYRrHmJz-e-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_20,"쿨 실내복",1139,육아/키즈_20,2026-05-18,924,229758,아기옷,육아/키즈,0.01406926406926407,0.015002742015511973,0.007404241059921296,0.19716295830235087,13,3447,465544,17483,"유아용 섬유제품 KC인증과 연계되어 2026년 아기옷 트렌드가 SNS에서 활발히 공유",DYPDRBUP6pH,DYWQQTIyh8e,DYRrHmJz-e-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_20,등원룩,1139,육아/키즈_20,2026-05-18,924,229758,아기옷,육아/키즈,0.01406926406926407,0.015002742015511973,0.007404241059921296,0.19716295830235087,13,3447,465544,17483,"유아용 섬유제품 KC인증과 연계되어 2026년 아기옷 트렌드가 SNS에서 활발히 공유",DYPDRBUP6pH,DYWQQTIyh8e,DYRrHmJz-e-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_20,턱받이,1139,육아/키즈_20,2026-05-18,924,229758,아기옷,육아/키즈,0.01406926406926407,0.015002742015511973,0.007404241059921296,0.19716295830235087,13,3447,465544,17483,"유아용 섬유제품 KC인증과 연계되어 2026년 아기옷 트렌드가 SNS에서 활발히 공유",DYPDRBUP6pH,DYWQQTIyh8e,DYRrHmJz-e-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_21,감각놀이,1140,육아/키즈_21,2026-05-18,924,229758,유기농,육아/키즈,0.01948051948051948,0.01367525831527085,0.014613273801218548,0.42140557939914164,18,3142,215010,7456,"안전·건강 중시 부모 증가로 2026년 유기농·친환경 인증 육아용품이 핵심 구매 기준",DYTTWmJPX0e,DYQyq6wyoHF,DYUC3QZADHv,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_21,모래놀이,1140,육아/키즈_21,2026-05-18,924,229758,유기농,육아/키즈,0.01948051948051948,0.01367525831527085,0.014613273801218548,0.42140557939914164,18,3142,215010,7456,"안전·건강 중시 부모 증가로 2026년 유기농·친환경 인증 육아용품이 핵심 구매 기준",DYTTWmJPX0e,DYQyq6wyoHF,DYUC3QZADHv,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_21,촉감놀이,1140,육아/키즈_21,2026-05-18,924,229758,유기농,육아/키즈,0.01948051948051948,0.01367525831527085,0.014613273801218548,0.42140557939914164,18,3142,215010,7456,"안전·건강 중시 부모 증가로 2026년 유기농·친환경 인증 육아용품이 핵심 구매 기준",DYTTWmJPX0e,DYQyq6wyoHF,DYUC3QZADHv,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_21,"키네틱 샌드",1140,육아/키즈_21,2026-05-18,924,229758,유기농,육아/키즈,0.01948051948051948,0.01367525831527085,0.014613273801218548,0.42140557939914164,18,3142,215010,7456,"안전·건강 중시 부모 증가로 2026년 유기농·친환경 인증 육아용품이 핵심 구매 기준",DYTTWmJPX0e,DYQyq6wyoHF,DYUC3QZADHv,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_21,"무농약 식재료",1140,육아/키즈_21,2026-05-18,924,229758,유기농,육아/키즈,0.01948051948051948,0.01367525831527085,0.014613273801218548,0.42140557939914164,18,3142,215010,7456,"안전·건강 중시 부모 증가로 2026년 유기농·친환경 인증 육아용품이 핵심 구매 기준",DYTTWmJPX0e,DYQyq6wyoHF,DYUC3QZADHv,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_21,오가닉,1140,육아/키즈_21,2026-05-18,924,229758,유기농,육아/키즈,0.01948051948051948,0.01367525831527085,0.014613273801218548,0.42140557939914164,18,3142,215010,7456,"안전·건강 중시 부모 증가로 2026년 유기농·친환경 인증 육아용품이 핵심 구매 기준",DYTTWmJPX0e,DYQyq6wyoHF,DYUC3QZADHv,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_21,유기농,1140,육아/키즈_21,2026-05-18,924,229758,유기농,육아/키즈,0.01948051948051948,0.01367525831527085,0.014613273801218548,0.42140557939914164,18,3142,215010,7456,"안전·건강 중시 부모 증가로 2026년 유기농·친환경 인증 육아용품이 핵심 구매 기준",DYTTWmJPX0e,DYQyq6wyoHF,DYUC3QZADHv,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_21,국내산,1140,육아/키즈_21,2026-05-18,924,229758,유기농,육아/키즈,0.01948051948051948,0.01367525831527085,0.014613273801218548,0.42140557939914164,18,3142,215010,7456,"안전·건강 중시 부모 증가로 2026년 유기농·친환경 인증 육아용품이 핵심 구매 기준",DYTTWmJPX0e,DYQyq6wyoHF,DYUC3QZADHv,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_21,국내생산,1140,육아/키즈_21,2026-05-18,924,229758,유기농,육아/키즈,0.01948051948051948,0.01367525831527085,0.014613273801218548,0.42140557939914164,18,3142,215010,7456,"안전·건강 중시 부모 증가로 2026년 유기농·친환경 인증 육아용품이 핵심 구매 기준",DYTTWmJPX0e,DYQyq6wyoHF,DYUC3QZADHv,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_21,친환경,1140,육아/키즈_21,2026-05-18,924,229758,유기농,육아/키즈,0.01948051948051948,0.01367525831527085,0.014613273801218548,0.42140557939914164,18,3142,215010,7456,"안전·건강 중시 부모 증가로 2026년 유기농·친환경 인증 육아용품이 핵심 구매 기준",DYTTWmJPX0e,DYQyq6wyoHF,DYUC3QZADHv,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_22,무독성,1141,육아/키즈_22,2026-05-18,924,229758,단백질,육아/키즈,0.0021645021645021645,0.0001088101393640265,0.002479174930583102,0.43859649122807015,2,25,10084,57,"아이 성장 영양소 관심 증가로 2026년 단백질 함유 키즈 식품·영양제 검색 상승",DYPR4sXBD8o,DYRjie-JAme,NULL,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_22,무형광,1141,육아/키즈_22,2026-05-18,924,229758,단백질,육아/키즈,0.0021645021645021645,0.0001088101393640265,0.002479174930583102,0.43859649122807015,2,25,10084,57,"아이 성장 영양소 관심 증가로 2026년 단백질 함유 키즈 식품·영양제 검색 상승",DYPR4sXBD8o,DYRjie-JAme,NULL,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_22,에코템,1141,육아/키즈_22,2026-05-18,924,229758,단백질,육아/키즈,0.0021645021645021645,0.0001088101393640265,0.002479174930583102,0.43859649122807015,2,25,10084,57,"아이 성장 영양소 관심 증가로 2026년 단백질 함유 키즈 식품·영양제 검색 상승",DYPR4sXBD8o,DYRjie-JAme,NULL,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_22,친환경,1141,육아/키즈_22,2026-05-18,924,229758,단백질,육아/키즈,0.0021645021645021645,0.0001088101393640265,0.002479174930583102,0.43859649122807015,2,25,10084,57,"아이 성장 영양소 관심 증가로 2026년 단백질 함유 키즈 식품·영양제 검색 상승",DYPR4sXBD8o,DYRjie-JAme,NULL,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_22,냉감패드,1141,육아/키즈_22,2026-05-18,924,229758,단백질,육아/키즈,0.0021645021645021645,0.0001088101393640265,0.002479174930583102,0.43859649122807015,2,25,10084,57,"아이 성장 영양소 관심 증가로 2026년 단백질 함유 키즈 식품·영양제 검색 상승",DYPR4sXBD8o,DYRjie-JAme,NULL,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_22,"여름 패드",1141,육아/키즈_22,2026-05-18,924,229758,단백질,육아/키즈,0.0021645021645021645,0.0001088101393640265,0.002479174930583102,0.43859649122807015,2,25,10084,57,"아이 성장 영양소 관심 증가로 2026년 단백질 함유 키즈 식품·영양제 검색 상승",DYPR4sXBD8o,DYRjie-JAme,NULL,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_22,쿨매트,1141,육아/키즈_22,2026-05-18,924,229758,단백질,육아/키즈,0.0021645021645021645,0.0001088101393640265,0.002479174930583102,0.43859649122807015,2,25,10084,57,"아이 성장 영양소 관심 증가로 2026년 단백질 함유 키즈 식품·영양제 검색 상승",DYPR4sXBD8o,DYRjie-JAme,NULL,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_22,성장기,1141,육아/키즈_22,2026-05-18,924,229758,단백질,육아/키즈,0.0021645021645021645,0.0001088101393640265,0.002479174930583102,0.43859649122807015,2,25,10084,57,"아이 성장 영양소 관심 증가로 2026년 단백질 함유 키즈 식품·영양제 검색 상승",DYPR4sXBD8o,DYRjie-JAme,NULL,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_22,소고기,1141,육아/키즈_22,2026-05-18,924,229758,단백질,육아/키즈,0.0021645021645021645,0.0001088101393640265,0.002479174930583102,0.43859649122807015,2,25,10084,57,"아이 성장 영양소 관심 증가로 2026년 단백질 함유 키즈 식품·영양제 검색 상승",DYPR4sXBD8o,DYRjie-JAme,NULL,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_23,"릴스 시작",1142,육아/키즈_23,2026-05-18,924,229758,"사고력 교육",육아/키즈,0.0183982683982684,0.0053795732901574704,0.0027178812840010025,0.4831899921813917,17,1236,454766,2558,"네이버 AI 선물 에이전트가 집중력·사고력 키우는 선물 제안하며 2026년 자녀교육 핵심",DYOMVGyJhzi,DYT-bQ5T51R,DYW2skaT7h-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_23,"릴스 챌린지",1142,육아/키즈_23,2026-05-18,924,229758,"사고력 교육",육아/키즈,0.0183982683982684,0.0053795732901574704,0.0027178812840010025,0.4831899921813917,17,1236,454766,2558,"네이버 AI 선물 에이전트가 집중력·사고력 키우는 선물 제안하며 2026년 자녀교육 핵심",DYOMVGyJhzi,DYT-bQ5T51R,DYW2skaT7h-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_23,릴스초보,1142,육아/키즈_23,2026-05-18,924,229758,"사고력 교육",육아/키즈,0.0183982683982684,0.0053795732901574704,0.0027178812840010025,0.4831899921813917,17,1236,454766,2558,"네이버 AI 선물 에이전트가 집중력·사고력 키우는 선물 제안하며 2026년 자녀교육 핵심",DYOMVGyJhzi,DYT-bQ5T51R,DYW2skaT7h-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_23,육아릴스,1142,육아/키즈_23,2026-05-18,924,229758,"사고력 교육",육아/키즈,0.0183982683982684,0.0053795732901574704,0.0027178812840010025,0.4831899921813917,17,1236,454766,2558,"네이버 AI 선물 에이전트가 집중력·사고력 키우는 선물 제안하며 2026년 자녀교육 핵심",DYOMVGyJhzi,DYT-bQ5T51R,DYW2skaT7h-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_23,그림책,1142,육아/키즈_23,2026-05-18,924,229758,"사고력 교육",육아/키즈,0.0183982683982684,0.0053795732901574704,0.0027178812840010025,0.4831899921813917,17,1236,454766,2558,"네이버 AI 선물 에이전트가 집중력·사고력 키우는 선물 제안하며 2026년 자녀교육 핵심",DYOMVGyJhzi,DYT-bQ5T51R,DYW2skaT7h-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_23,"독서 육아",1142,육아/키즈_23,2026-05-18,924,229758,"사고력 교육",육아/키즈,0.0183982683982684,0.0053795732901574704,0.0027178812840010025,0.4831899921813917,17,1236,454766,2558,"네이버 AI 선물 에이전트가 집중력·사고력 키우는 선물 제안하며 2026년 자녀교육 핵심",DYOMVGyJhzi,DYT-bQ5T51R,DYW2skaT7h-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_23,전집,1142,육아/키즈_23,2026-05-18,924,229758,"사고력 교육",육아/키즈,0.0183982683982684,0.0053795732901574704,0.0027178812840010025,0.4831899921813917,17,1236,454766,2558,"네이버 AI 선물 에이전트가 집중력·사고력 키우는 선물 제안하며 2026년 자녀교육 핵심",DYOMVGyJhzi,DYT-bQ5T51R,DYW2skaT7h-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_23,사고력,1142,육아/키즈_23,2026-05-18,924,229758,"사고력 교육",육아/키즈,0.0183982683982684,0.0053795732901574704,0.0027178812840010025,0.4831899921813917,17,1236,454766,2558,"네이버 AI 선물 에이전트가 집중력·사고력 키우는 선물 제안하며 2026년 자녀교육 핵심",DYOMVGyJhzi,DYT-bQ5T51R,DYW2skaT7h-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_23,상상력,1142,육아/키즈_23,2026-05-18,924,229758,"사고력 교육",육아/키즈,0.0183982683982684,0.0053795732901574704,0.0027178812840010025,0.4831899921813917,17,1236,454766,2558,"네이버 AI 선물 에이전트가 집중력·사고력 키우는 선물 제안하며 2026년 자녀교육 핵심",DYOMVGyJhzi,DYT-bQ5T51R,DYW2skaT7h-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_23,워크북,1142,육아/키즈_23,2026-05-18,924,229758,"사고력 교육",육아/키즈,0.0183982683982684,0.0053795732901574704,0.0027178812840010025,0.4831899921813917,17,1236,454766,2558,"네이버 AI 선물 에이전트가 집중력·사고력 키우는 선물 제안하며 2026년 자녀교육 핵심",DYOMVGyJhzi,DYT-bQ5T51R,DYW2skaT7h-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_23,집중력,1142,육아/키즈_23,2026-05-18,924,229758,"사고력 교육",육아/키즈,0.0183982683982684,0.0053795732901574704,0.0027178812840010025,0.4831899921813917,17,1236,454766,2558,"네이버 AI 선물 에이전트가 집중력·사고력 키우는 선물 제안하며 2026년 자녀교육 핵심",DYOMVGyJhzi,DYT-bQ5T51R,DYW2skaT7h-,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_24,빕,1143,육아/키즈_24,2026-05-18,924,229758,"출산 선물",육아/키즈,0.0183982683982684,0.03128944367551946,0.05989435798313727,2.24867062871442,17,7189,120028,3197,"2026 베이비페어 200개사 참여로 임신·출산 선물 시장이 활성화되며 트렌드 강화",DYRudNyysyj,DYOlLw4Rmcg,DYRpC3pR65N,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_24,"스카프 빕",1143,육아/키즈_24,2026-05-18,924,229758,"출산 선물",육아/키즈,0.0183982683982684,0.03128944367551946,0.05989435798313727,2.24867062871442,17,7189,120028,3197,"2026 베이비페어 200개사 참여로 임신·출산 선물 시장이 활성화되며 트렌드 강화",DYRudNyysyj,DYOlLw4Rmcg,DYRpC3pR65N,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_24,"실리콘 턱받이",1143,육아/키즈_24,2026-05-18,924,229758,"출산 선물",육아/키즈,0.0183982683982684,0.03128944367551946,0.05989435798313727,2.24867062871442,17,7189,120028,3197,"2026 베이비페어 200개사 참여로 임신·출산 선물 시장이 활성화되며 트렌드 강화",DYRudNyysyj,DYOlLw4Rmcg,DYRpC3pR65N,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_24,턱받이,1143,육아/키즈_24,2026-05-18,924,229758,"출산 선물",육아/키즈,0.0183982683982684,0.03128944367551946,0.05989435798313727,2.24867062871442,17,7189,120028,3197,"2026 베이비페어 200개사 참여로 임신·출산 선물 시장이 활성화되며 트렌드 강화",DYRudNyysyj,DYOlLw4Rmcg,DYRpC3pR65N,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_24,엄마표영어,1143,육아/키즈_24,2026-05-18,924,229758,"출산 선물",육아/키즈,0.0183982683982684,0.03128944367551946,0.05989435798313727,2.24867062871442,17,7189,120028,3197,"2026 베이비페어 200개사 참여로 임신·출산 선물 시장이 활성화되며 트렌드 강화",DYRudNyysyj,DYOlLw4Rmcg,DYRpC3pR65N,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_24,"유아 영어",1143,육아/키즈_24,2026-05-18,924,229758,"출산 선물",육아/키즈,0.0183982683982684,0.03128944367551946,0.05989435798313727,2.24867062871442,17,7189,120028,3197,"2026 베이비페어 200개사 참여로 임신·출산 선물 시장이 활성화되며 트렌드 강화",DYRudNyysyj,DYOlLw4Rmcg,DYRpC3pR65N,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_24,"홈스쿨 영어",1143,육아/키즈_24,2026-05-18,924,229758,"출산 선물",육아/키즈,0.0183982683982684,0.03128944367551946,0.05989435798313727,2.24867062871442,17,7189,120028,3197,"2026 베이비페어 200개사 참여로 임신·출산 선물 시장이 활성화되며 트렌드 강화",DYRudNyysyj,DYOlLw4Rmcg,DYRpC3pR65N,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_24,베이비페어,1143,육아/키즈_24,2026-05-18,924,229758,"출산 선물",육아/키즈,0.0183982683982684,0.03128944367551946,0.05989435798313727,2.24867062871442,17,7189,120028,3197,"2026 베이비페어 200개사 참여로 임신·출산 선물 시장이 활성화되며 트렌드 강화",DYRudNyysyj,DYOlLw4Rmcg,DYRpC3pR65N,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_24,사은품,1143,육아/키즈_24,2026-05-18,924,229758,"출산 선물",육아/키즈,0.0183982683982684,0.03128944367551946,0.05989435798313727,2.24867062871442,17,7189,120028,3197,"2026 베이비페어 200개사 참여로 임신·출산 선물 시장이 활성화되며 트렌드 강화",DYRudNyysyj,DYOlLw4Rmcg,DYRpC3pR65N,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_24,출산선물,1143,육아/키즈_24,2026-05-18,924,229758,"출산 선물",육아/키즈,0.0183982683982684,0.03128944367551946,0.05989435798313727,2.24867062871442,17,7189,120028,3197,"2026 베이비페어 200개사 참여로 임신·출산 선물 시장이 활성화되며 트렌드 강화",DYRudNyysyj,DYOlLw4Rmcg,DYRpC3pR65N,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_24,출산준비,1143,육아/키즈_24,2026-05-18,924,229758,"출산 선물",육아/키즈,0.0183982683982684,0.03128944367551946,0.05989435798313727,2.24867062871442,17,7189,120028,3197,"2026 베이비페어 200개사 참여로 임신·출산 선물 시장이 활성화되며 트렌드 강화",DYRudNyysyj,DYOlLw4Rmcg,DYRpC3pR65N,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_25,무기자차,1144,육아/키즈_25,2026-05-18,924,229758,키즈카페,육아/키즈,0.015151515151515152,0.003921517422679515,0.0029132366350015197,0.22143032686163677,14,901,309278,4069,"체험형 소비 증가로 2026년 어린이날 동·식물원 이용 284% 급증, 키즈카페도 핫플로",DYUXz1jv_RN,DYRiToMDYXi,DYUKXhpuOIx,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_25,선크림,1144,육아/키즈_25,2026-05-18,924,229758,키즈카페,육아/키즈,0.015151515151515152,0.003921517422679515,0.0029132366350015197,0.22143032686163677,14,901,309278,4069,"체험형 소비 증가로 2026년 어린이날 동·식물원 이용 284% 급증, 키즈카페도 핫플로",DYUXz1jv_RN,DYRiToMDYXi,DYUKXhpuOIx,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_25,"아기 자외선차단제",1144,육아/키즈_25,2026-05-18,924,229758,키즈카페,육아/키즈,0.015151515151515152,0.003921517422679515,0.0029132366350015197,0.22143032686163677,14,901,309278,4069,"체험형 소비 증가로 2026년 어린이날 동·식물원 이용 284% 급증, 키즈카페도 핫플로",DYUXz1jv_RN,DYRiToMDYXi,DYUKXhpuOIx,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_25,"두뇌 발달",1144,육아/키즈_25,2026-05-18,924,229758,키즈카페,육아/키즈,0.015151515151515152,0.003921517422679515,0.0029132366350015197,0.22143032686163677,14,901,309278,4069,"체험형 소비 증가로 2026년 어린이날 동·식물원 이용 284% 급증, 키즈카페도 핫플로",DYUXz1jv_RN,DYRiToMDYXi,DYUKXhpuOIx,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_25,사고력,1144,육아/키즈_25,2026-05-18,924,229758,키즈카페,육아/키즈,0.015151515151515152,0.003921517422679515,0.0029132366350015197,0.22143032686163677,14,901,309278,4069,"체험형 소비 증가로 2026년 어린이날 동·식물원 이용 284% 급증, 키즈카페도 핫플로",DYUXz1jv_RN,DYRiToMDYXi,DYUKXhpuOIx,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_25,"인지 놀이",1144,육아/키즈_25,2026-05-18,924,229758,키즈카페,육아/키즈,0.015151515151515152,0.003921517422679515,0.0029132366350015197,0.22143032686163677,14,901,309278,4069,"체험형 소비 증가로 2026년 어린이날 동·식물원 이용 284% 급증, 키즈카페도 핫플로",DYUXz1jv_RN,DYRiToMDYXi,DYUKXhpuOIx,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_25,놀이터,1144,육아/키즈_25,2026-05-18,924,229758,키즈카페,육아/키즈,0.015151515151515152,0.003921517422679515,0.0029132366350015197,0.22143032686163677,14,901,309278,4069,"체험형 소비 증가로 2026년 어린이날 동·식물원 이용 284% 급증, 키즈카페도 핫플로",DYUXz1jv_RN,DYRiToMDYXi,DYUKXhpuOIx,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_25,아이와가볼만한곳,1144,육아/키즈_25,2026-05-18,924,229758,키즈카페,육아/키즈,0.015151515151515152,0.003921517422679515,0.0029132366350015197,0.22143032686163677,14,901,309278,4069,"체험형 소비 증가로 2026년 어린이날 동·식물원 이용 284% 급증, 키즈카페도 핫플로",DYUXz1jv_RN,DYRiToMDYXi,DYUKXhpuOIx,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_25,집콕놀이,1144,육아/키즈_25,2026-05-18,924,229758,키즈카페,육아/키즈,0.015151515151515152,0.003921517422679515,0.0029132366350015197,0.22143032686163677,14,901,309278,4069,"체험형 소비 증가로 2026년 어린이날 동·식물원 이용 284% 급증, 키즈카페도 핫플로",DYUXz1jv_RN,DYRiToMDYXi,DYUKXhpuOIx,"2026-05-18 10:55:15","2026-05-18 10:55:15"
육아/키즈_26,"실내 놀이터",1145,육아/키즈_26,2026-05-18,924,229758,"쌍둥이 육아",육아/키즈,0.007575757575757576,0.001523341951096371,0.0012254258354778285,0.1469970600587988,7,350,285615,2381,"쌍둥이 부모 커뮤니티가 2026년 인스타에서 별도 카테고리로 활발히 형성되는 트렌드",DYUQ7bzyZgm,DYMAh-6z8xs,DYTL_PzSc0F,"2026-05-18 10:55:15","2026-05-18 10:55:15"
