branded_page_name,matched_brand_kr,brand_logo_id,match_rule,count,verdict
Saturnbird Coffee KR,새턴버드,164871,r1_decor,2,yes
벨르랑코,벨르랑코,116408,r0_exact,2,yes
에듀플렉스,에듀플렉스,58782,r0_exact,2,yes
토스플레이스,토스플레이스,150770,r0_exact,2,yes
올미오펫,올웨이즈코퍼레이션,85929,r0_exact,2,review
보이스캐디,보이스캐디,20096,r0_exact,2,yes
디어니스 오피셜,디어니스,66441,r1_decor,2,yes
알고케어,알고케어,165454,r0_exact,2,yes
피토틱스,피토틱스,97,r0_exact,2,yes
Kiri Korea,끼리,46152,r1_decor,2,yes
Visa,비자카드,413,r0_exact,2,yes
칼로,경남제약,94653,r0_exact,2,yes
레뷰,레뷰,130726,r0_exact,2,review
Umbro Korea,엄브로,46776,r1_decor,2,yes
비아지오,비아지오,130754,r0_exact,2,yes
키출판사,키출판사,154483,r0_exact,2,yes
미래엔 키즈,미래엔,4076,r1_decor,2,yes
NDY,널디,4606,r0_exact,2,yes
WMC_official,WMC,62431,r1_decor,2,yes
마이리얼트립키즈,마이리얼트립,285,r1_decor,2,yes
올데이즈,올데이즈,165937,r0_exact,2,yes
미스사사,미스사사,153578,r0_exact,2,yes
롯데칠성음료,롯데칠성음료,7,r0_exact,2,yes
Torras Global,TORRAS,89785,r1_decor,2,yes
교동식품,교동식품,47183,r0_exact,2,yes
VU,뷰,28360,r0_exact,2,review
Bambu Lab Korea,Bambu Lab,69090,r1_decor,2,yes
Sungbooneditor global,성분에디터,320,r1_decor,2,yes
H&M,H&M,3332,r0_exact,2,yes
NOL,야놀자,234,r0_exact,2,yes
토스뱅크,토스뱅크,47207,r0_exact,2,yes
민음사,민음사,149869,r0_exact,2,yes
웅진식품,웅진식품,50290,r0_exact,2,yes
Didier Dubot Korea,DIDIER DUBOT KOREA,106881,r0_exact,2,yes
데싱디바,데싱디바,47173,r0_exact,2,yes
리브애니웨어,리브애니웨어,406,r0_exact,2,yes
Deepinor,디피노르,166260,r0_exact,2,yes
노이어,노이어,28576,r0_exact,2,yes
코제트,코제트,152217,r0_exact,2,yes
바디브,바디브,166283,r0_exact,2,yes
Challans de Paris_KR,샬랑드파리,65157,r1_decor,2,yes
올더뮤,올더뮤,33431,r0_exact,2,yes
holitual_official,홀리추얼,37301,r1_decor,2,yes
Otthonos,오토노스,147751,r0_exact,2,yes
위틀스토어,위틀스토어,146304,r0_exact,2,yes
프롬랩스,프롬랩스,53489,r0_exact,2,yes
My Fluffy,마이플러피,90259,r0_exact,2,yes
굿네이버스,굿네이버스,4487,r0_exact,2,yes
디마레,디마레,153735,r0_exact,2,yes
착한구두,착한구두,129064,r0_exact,2,yes
Moev,모에브,155784,r0_exact,2,yes
에이센트,에이센트,163740,r0_exact,2,yes
hince,힌스,3994,r0_exact,2,yes
윌북,윌북,3350,r0_exact,1,yes
GRN,GRN,3716,r0_exact,1,yes
룩핀,룩핀,154880,r0_exact,1,yes
더라운지,더라운지,142941,r0_exact,1,yes
알집매트,알집매트,152212,r0_exact,1,yes
플레이모빌 코리아,플레이모빌,54636,r1_decor,1,yes
Lancôme,랑콤,145,r3_homoglyph,1,yes
다룸,다룸,118966,r0_exact,1,yes
Veganifect,비건이펙트,4552,r0_exact,1,yes
럭키클로버,럭키클로버,162388,r0_exact,1,yes
Sungbooneditor,성분에디터,320,r0_exact,1,yes
대전관광공사,대전관광공사,573,r0_exact,1,yes
옳곡,옳곡,154882,r0_exact,1,yes
Mgears,Mgears,57458,r0_exact,1,yes
nume.official,누메,165905,r1_decor,1,yes
168cm,168cm,156978,r0_exact,1,yes
Eau Thermale Avène,아벤느,61048,r3_homoglyph,1,yes
COVERSEOUL_official,커버서울,153454,r1_decor,1,yes
오뚜기몰,오뚜기,155,r1_decor,1,yes
트리셀,트리셀,302,r0_exact,1,yes
상하목장,매일유업,185,r0_exact,1,yes
Tmoney,티머니,3155,r0_exact,1,yes
오토노스,오토노스,147751,r0_exact,1,yes
Aalok Global,알록,30969,r1_decor,1,yes
Veganifect.official,비건이펙트,4552,r1_decor,1,yes
Vigloo Korea,비글루,155094,r0_exact,1,yes
환경재단,환경재단,85909,r0_exact,1,yes
포카리스웨트,동아오츠카,3875,r0_exact,1,yes
아이닉,아이닉,94655,r0_exact,1,yes
디마르3,디마르3,117381,r0_exact,1,yes
엘리자베스스튜어트,엘리자베스스튜어트,154454,r0_exact,1,yes
비비드몽타주,비비드몽타주,144019,r0_exact,1,yes
툴레 키즈,툴레,36360,r1_decor,1,yes
Nespresso Korea,네스프레소,4477,r1_decor,1,yes
Alpecin,알페신,649,r0_exact,1,yes
Under Armour,언더아머,210,r0_exact,1,yes
스마트캔디,스마트캔디,144691,r0_exact,1,yes
땡큐파머,땡큐파머,117367,r0_exact,1,yes
AM COSMETICS_Official,에이엠 코스메틱,78442,r1_decor,1,yes
OOPSY,웁시,152945,r0_exact,1,yes
쁘리엘르,쁘리엘르,57902,r0_exact,1,yes
메디리즈,메디리즈,171939,r0_exact,1,yes
Anua,아누아,61045,r0_exact,1,yes
멋쟁이사자처럼,멋쟁이사자처럼,20250,r0_exact,1,yes
HAGO,하고,4013,r0_exact,1,yes
SHEIN,쉬인,52945,r0_exact,1,yes
shirter,셔터,94687,r0_exact,1,yes
컬러풀,컬러풀,4616,r0_exact,1,yes
부키,부키,42021,r0_exact,1,yes
bysec_official,바이젝,151389,r1_decor,1,yes
Stenny,스테니,157302,r0_exact,1,yes
펫츠놀로지,펫츠놀로지,156238,r0_exact,1,yes
CLOTE,클로트,155598,r0_exact,1,yes
Aalok,알록,30969,r0_exact,1,yes
Coca-Cola,코카콜라,25,r0_exact,1,yes
Reverseformula,리버스포뮬러,154610,r0_exact,1,yes
알에이치코리아,알에이치코리아,35246,r0_exact,1,yes
코드잇,코드잇,28003,r0_exact,1,yes
네이처스웨이,GC녹십자,4480,r0_exact,1,review
루나랩 키즈,루나랩,766,r1_decor,1,yes
inmr.kr,인뮤,163350,r1_decor,1,yes
G마켓,G마켓,40564,r0_exact,1,yes
어레이드,어레이드,65186,r0_exact,1,yes
본디,본디,50272,r0_exact,1,yes
MACNI,마크니,165133,r0_exact,1,yes
Canva Korea,Canva Korea,158453,r0_exact,1,yes
SNPE,SNPE,146255,r0_exact,1,yes
덴마크,덴마크,154338,r0_exact,1,yes
동국제약,동국제약,3833,r0_exact,1,yes
리즈랩,리즈랩,3106,r0_exact,1,yes
에르쯔틴,에르쯔틴,4369,r0_exact,1,yes
시크릿 쥬쥬,시크릿 쥬쥬,28058,r0_exact,1,yes
After blow,애프터블로우,4619,r0_exact,1,yes
투어비스,투어비스,109815,r0_exact,1,yes
르멘트,르멘트,83406,r0_exact,1,yes
Roika,로이카,151409,r0_exact,1,yes
GS25,지에스25,44,r0_exact,1,yes
메디트리,메디트리,34102,r0_exact,1,yes
삼첩분식,삼첩분식,183,r0_exact,1,yes
프롬리에,프롬리에,161779,r0_exact,1,yes
나인제트,나인제트,97107,r0_exact,1,yes
나리몽,나리몽,146459,r0_exact,1,yes
Goalstudio_official,골스튜디오,71719,r1_decor,1,yes
대원헬스,대원제약,33239,r0_exact,1,yes
해태제과,해태제과,42061,r0_exact,1,yes
마이피픈,마이피픈,92445,r0_exact,1,yes
베리썸,베리썸,155570,r0_exact,1,yes
Slowglow_Official,슬로우글로우,130844,r1_decor,1,yes
미닉스,미닉스,140,r0_exact,1,yes
자민경,자민경,105270,r0_exact,1,yes
리터니티,리터니티,103478,r0_exact,1,yes
AEREA,에리아,118151,r0_exact,1,yes
BONCEPT,본셉,163800,r0_exact,1,yes
Killorie,킬로리,154935,r0_exact,1,yes
카멜마운트,카멜마운트,34100,r0_exact,1,yes
피코,피코,3764,r0_exact,1,yes
AOMG,AOMG,93510,r0_exact,1,yes
비바코리아,비바코리아,165414,r0_exact,1,yes
BONE A PETY,본아페티,109657,r0_exact,1,yes
그린몬스터,그린몬스터,4345,r0_exact,1,yes
라니쥬,라니쥬,165449,r0_exact,1,yes
EFILOW_official,에필로우,34107,r1_decor,1,yes
키에라,키에라,152182,r0_exact,1,yes
시리어스펫,시리어스펫,142958,r0_exact,1,yes
원오브뎀,원오브뎀,146302,r0_exact,1,yes
파파존스,파파존스,28927,r0_exact,1,yes
Kiehl's,키엘,190,r0_exact,1,yes
카카오,카카오,56279,r0_exact,1,yes
Pyunkang Yul KR,편강율,371,r1_decor,1,yes
로렌츠,로렌츠,66434,r0_exact,1,yes
KT,KT,21,r0_exact,1,yes
Loacker,로아커,4523,r0_exact,1,yes
Norit.official,노르잇,103105,r1_decor,1,yes
SLIM9,슬림9,131582,r0_exact,1,yes
Cerakey,세라키,488,r0_exact,1,yes
Differ,differ,62393,r0_exact,1,yes
nelna.shop,낼나,149864,r1_decor,1,yes
Jucyjudy,쥬시쥬디,152198,r0_exact,1,yes
아시아나항공,아시아나항공,898,r0_exact,1,yes
Rdrdofficial,rdrd,164848,r1_decor,1,yes
Umarmung,우마뭉,47197,r0_exact,1,yes
Licorne_kr,리꼼,56261,r1_decor,1,yes
Cricut Korea,크리컷,71721,r0_exact,1,yes
Rbow,알보우,108341,r0_exact,1,yes
은행연합회,은행연합회,155715,r0_exact,1,yes
Heart Percent,하트퍼센트,4340,r0_exact,1,yes
Nobrand.official,노브랜드,20184,r1_decor,1,yes
AURIN,아우린,165947,r0_exact,1,yes
THOME Global,톰,131379,r1_decor,1,yes
에어베리,에어베리,35934,r0_exact,1,yes
JAVIN DE SEOUL,자빈드서울,4389,r0_exact,1,yes
Rockfish Weatherwear,락피쉬웨더웨어,66404,r0_exact,1,yes
케이부스터,케이부스터,164371,r0_exact,1,yes
브리티시엠,브리티시엠,154443,r0_exact,1,yes
4233mind,4223 마음센터,164398,r0_exact,1,yes
니들리,니들리,3849,r0_exact,1,yes
이마트24,이마트24,156233,r0_exact,1,yes
SkinCeuticals,스킨수티컬즈,56263,r0_exact,1,yes
Portré,포트레,165097,r3_homoglyph,1,yes
DA EFFECT,디에이이펙트,164346,r0_exact,1,yes
윤선생,윤선생,45041,r0_exact,1,yes
오프린트미,오프린트미,119795,r0_exact,1,yes
혼다코리아,혼다코리아,41707,r0_exact,1,yes
세라젬,세라젬,3878,r0_exact,1,yes
VisitSingapore,싱가포르관광청,4452,r0_exact,1,yes
Siyazu_korea,시야쥬,28376,r1_decor,1,yes
닥터디퍼런트,닥터디퍼런트,4320,r0_exact,1,yes
Hy,에치와이,3171,r0_exact,1,yes
Folnua,폴뉴아,28028,r0_exact,1,yes
Daywalker,데이워커,45959,r0_exact,1,yes
슈니엘,슈니엘,150923,r0_exact,1,yes
braten,브라텐,166268,r0_exact,1,yes
29CM,29CM,3353,r0_exact,1,yes
푸디버디,푸디버디,97273,r0_exact,1,yes
에이엠코스메틱.Official,에이엠 코스메틱,78442,r1_decor,1,yes
